id_place,coordonates,longitude,latitude,adress,id_city_name
I132070016,"43.28907, 5.35892",5.35892,43.28907,1 PLACE DU 4 SEPTEMBRE,213
I132070019,"43.28544, 5.36928",5.36928,43.28544,89 BOULEVARD TELLENE,213
I132070021,"43.28966, 5.36745",5.36745,43.28966,39 RUE D'ENDOUME Ruedes Lys,213
I132080024,"43.26622, 5.39105",5.39105,43.26622,131 AVENUE DE MAZARGUES,214
I132080033,"43.22936, 5.35076",5.35076,43.22936,CALLANQUE SAMENA MADRAGUE DE MONTREDON,214
I130050013,"43.28626, 5.58337",5.58337,43.28626,AVENUE ROBESPIERRE,215
I130050033,"43.281388, 5.549454",5.549454,43.281388,LE CHARREL,215
I130050034,"43.293629, 5.56236",5.56236,43.293629,avenue simon lagunas,215
I130050035,"43.292281, 5.558086",5.558086,43.292281,Traverse de la Vallée,215
I130070004,"43.36989, 5.64571",5.64571,43.36989,AV DES ARTAUDS,216
I130140006,"43.4873, 5.1722",5.1722,43.4873,AVENUE PAUL LANGEVIN,217
I130140007,"43.489771224489175, 5.158596038818359",5.158596038818359,43.489771224489175,Rue du 19 Mars 1962,217
I130140020,"43.4937, 5.1667",5.1667,43.4937,BOULEVARD HENRI VALLON,217
I130150001,"43.45362, 5.41836",5.41836,43.45362,CHEMIN PEYRE FUGUETTE,218
I130150007,"43.43146, 5.40038",5.40038,43.43146,RN8  LA PETITE BASTIDE,218
I130160004,"43.39392, 5.60167",5.60167,43.39392,CHEMIN DE CEINTURE,219
I130180007,"43.8598, 4.9527",4.9527,43.8598,Chemin des Courses,220
I130190006,"43.44661232282995, 5.349572002887726",5.349572002887726,43.44661232282995,Avenue Raymond Martin,207
I010470002,"45.84944, 5.24888",5.24888,45.84944,Route de Lagnieu,221
I010530016,"46.21243, 5.22554",5.22554,46.21243,Rue Docteur Duby Bourg-en-Bresse,12
I010530018,"46.19429, 5.22817",5.22817,46.19429,Rue Charles Démia,12
I010530063,"46.19596, 5.21292",5.21292,46.19596,Passage de l' école du Peloux,12
I010580004,"45.64805, 5.62166",5.62166,45.64805,Le Village,222
I010720007,"46.18502, 5.32192",5.32192,46.18502,route de jasseron,223
I010790001,"45.90700964491364, 5.679446160793305",5.679446160793305,45.90700964491364,Rue du Stade,224
I010900001,"46.035699, 5.200133",5.200133,46.035699,Chemin du Village A proximité de l'Ecole Primaire,225
I010960001,"46.2025, 5.05611",5.05611,46.2025,Route de Mézèriat-impasse du stade,226
I010990003,"45.89222, 5.2575",5.2575,45.89222,Route de St Julie,227
I011020002,"46.3825, 4.95611",4.95611,46.3825,36 route de Dommartin,228
I011050003,"45.91806, 4.88444",4.88444,45.91806,337 Route de Lyon / Chemin du petit bois,229
I011300001,"46.31, 5.1674",5.1674,46.31,Les Pochons,230
I011340003,"46.27556, 4.89833",4.89833,46.27556,La Carrière,231
I012320001,"46.345, 5.25972",5.25972,46.345,226 AVENUE DES SPORTS,232
I012410001,"46.24805, 5.34777",5.34777,46.24805,Chemin du stade,233
I012440011,"45.90667, 5.18833",5.18833,45.90667,19 avenue du docteur berthier,234
I012440013,"45.9081548863867, 5.18804132938385",5.18804132938385,45.9081548863867,5 avenue du docteur berthier,234
I012490003,"45.82472, 4.94944",4.94944,45.82472,,44
I012490010,"45.82361, 4.94583",4.94583,45.82361,Chemin de La Chanal,44
I012540002,"46.16611, 5.2875",5.2875,46.16611,La Craz,235
I012580002,"46.09389, 4.77389",4.77389,46.09389,Le Grand Rivolet,236
I012630007,"46.075, 4.765",4.765,46.075,Route de Lyon,237
I012650003,"46.18388, 5.57472",5.57472,46.18388,Avenue François Prospère de Douglas,238
I012690011,"46.15175811880009, 5.600744783878326",5.600744783878326,46.15175811880009,Chemin du camping,239
I012720001,"46.15333, 5.01056",5.01056,46.15333,ROUTE DE ROMANS,240
I012830007,"46.26072, 5.64753",5.64753,46.26072,55 Rue Jules Michelet,241
I012830008,"46.25448572179765, 5.6438639760017395",5.64386397600174,46.25448572179765,125 Cours de Verdun,241
I012880001,"46.18595, 5.92091",5.92091,46.18595,route du peron,242
I012890002,"46.17694, 5.20861",5.20861,46.17694,Allée de la Grange Magnien,243
I012890003,"46.17556, 5.20806",5.20806,46.17556,Allée de la Grange Magnien,243
I013010003,"46.25083, 5.12527",5.12527,46.25083,Champs Roux,244
I013030005,"46.08757161953528, 5.404852330684663",5.404852330684663,46.08757161953528,Les Terres d' Ain,245
I013050001,"46.43140940962044, 4.946564733982087",4.946564733982087,46.43140940962044,Chemin des Nivres,246
I013050007,"46.43139, 4.94417",4.94417,46.43139,Avenue verchère,246
I013060001,"46.26417, 4.88389",4.88389,46.26417,Avenue des Sports,247
I013130001,"46.26694, 6.07611",6.07611,46.26694,1168 Route du Stade VESEGNIN,248
I013330001,"45.92972, 4.95722",4.95722,45.92972,Allee des Sports,249
I013330002,"45.924110222359715, 4.943903982639314",4.943903982639314,45.92411022235972,Route de Neuville,249
I013360001,"46.15278, 5.15083",5.15083,46.15278,164 chemin du stade,250
I013440001,"46.20306, 5.19306",5.19306,46.20306,289 Allée des Sports,251
I013480001,"46.17833, 4.80889",4.80889,46.17833,Rue des Sports,252
I013540001,"46.24472, 6.03027",6.03027,46.24472,Rue des Ecoles Les Hautins,253
I013540002,"46.23944, 6.02333",6.02333,46.23944,Place des Fêtes,253
I013540009,"46.25, 6.02833",6.02833,46.25,Z.A. DE L'ALLONDON,253
I013630004,"46.02715, 5.38572",5.38572,46.02715,Avenue des sports CD n°17,254
I013650002,"46.26694, 4.91166",4.91166,46.26694,Croyat,255
I013760006,"45.82528, 4.98639",4.98639,45.82528,ALLEE DU FORUM,256
I013780003,"45.80917, 5.19056",5.19056,45.80917,Chemin du Stade,257
I013780005,"45.82, 5.19944",5.19944,45.82,2 route de Port Galland,257
I013810004,"46.06222, 5.14389",5.14389,46.06222,Route de St Paul de varax,258
I013840004,"45.93778, 5.42833",5.42833,45.93778,La Pièce,259
I013850001,"46.19339, 5.16663",5.16663,46.19339,660 route de st remy,260
I013880001,"46.46222, 5.08667",5.08667,46.46222,Rue du Stade,261
I013880002,"46.45861, 5.07806",5.07806,46.45861,Rue de la gendarmerie,261
I013900002,"45.82861, 5.28722",5.28722,45.82861,1558 Rue Claires Fontaines,262
I013960003,"45.863375958196535, 5.3948745131492615",5.3948745131492615,45.863375958196535,Le Tiodet,263
I014010003,"46.25167, 5.99389",5.99389,46.25167,Route de Thoiry,264
I014050002,"46.13222971963329, 5.163356959819795",5.163356959819795,46.13222971963329,35 rue du noyer,265
I014180001,"45.812163, 5.019671",5.019671,45.812163,Chemin du Stade,266
I014190003,"46.23472, 5.98333",5.98333,46.23472,Rue du Stade,267
I014220002,"46.14194, 5.32028",5.32028,46.14194,Route de journans,268
I014230001,"45.96028, 4.82139",4.82139,45.96028,Route de St - Euphémie,269
I014260001,"46.26694, 5.36222",5.36222,46.26694,Route de Meillonnas La Croix,270
I014270007,"45.94729, 4.74907",4.74907,45.94729,Allée des Filiéristes,271
I014270012,"45.93639, 4.78528",4.78528,45.93639,308 Rue de la Sidoine,271
I014300001,"46.03667, 5.31528",5.31528,46.03667,Les Brotteaux,272
I014430007,"46.00056, 5.02583",5.02583,46.00056,Rue des Dombes,273
I014470003,"46.18361, 5.37944",5.37944,46.18361,,274
I014490001,"45.98889, 5.27278",5.27278,45.98889,route principale,275
I014510001,"46.25055, 5.20472",5.20472,46.25055,Chemin des Rippes  Chilleys,276
I014510002,"46.25028, 5.20417",5.20417,46.25028,Chemin du Lavoura,276
I014510007,"46.23333, 5.20639",5.20639,46.23333,39 Chemin Liavoles,276
I014570002,"46.22083, 4.98694",4.98694,46.22083,Rue de Verdemont,277
I020180002,"49.51091, 3.45108",3.45108,49.51091,r jean zay,278
I020280001,"49.57149, 3.68641",3.68641,49.57149,Rue du Château d'Eau,279
I020370001,"49.60678, 3.61365",3.61365,49.60678,r de la piscine,280
I020570001,"49.99515, 3.31508",3.31508,49.99515,9 r de ponchaux,281
I020590005,"49.64235, 3.34083",3.34083,49.64235,r de la fosse,282
I020640002,"49.36258, 3.33716",3.33716,49.36258,2 r leon blum,283
I020950001,"49.99144, 3.46061",3.46061,49.99144,che des dames,284
I021240001,"49.74783, 3.37745",3.37745,49.74783,Rue des Ponts,285
I021310002,"49.38809, 3.39325",3.39325,49.38809,Rue de la Libération,286
I021340001,"49.90977, 4.06256",4.06256,49.90977,Boulevard Ornano,287
I021410006,"49.9677, 3.91953",3.91953,49.9677,Chemin du stade,288
I021410008,"49.97019, 3.92322",3.92322,49.97019,Route Nationale,288
I021570001,"49.58809, 3.65787",3.65787,49.58809,r saint-just,289
I021630003,"48.97564, 3.27805",3.27805,48.97564,Route de paris,290
I021650002,"49.65208, 3.38224",3.38224,49.65208,1 r jules ferry,291
I021680001,"49.03290159189092, 3.4046110510826115",3.4046110510826115,49.03290159189092,av de montmirail,292
I021680002,"49.0601, 3.38513",3.38513,49.0601,r de l'artisanat,292
I021680013,"49.05402, 3.3926",3.3926,49.05402,Rue du Buisson,292
I021680017,"49.04066, 3.39338",3.39338,49.04066,res la vignotte,292
I021730005,"49.6155, 3.22371",3.22371,49.6155,r d'eure et loir,293
I021730019,"49.6256, 3.22946",3.22946,49.6256,r geo andre,293
I021740001,"49.47853, 3.52208",3.52208,49.47853,Rue Saint Pierre,294
I021820001,"49.81852, 3.73737",3.73737,49.81852,Rue de Lemé,295
I021960001,"49.54742, 3.5713",3.5713,49.54742,Rue Pasteur,296
I022170003,"49.51784, 3.31328",3.31328,49.51784,che du val serain,297
I022310001,"49.64183, 3.51502",3.51502,49.64183,Grande Place,298
I022310003,"49.64807, 3.52019",3.52019,49.64807,Les Cheneaux,298
I022370001,"49.7007, 3.62552",3.62552,49.7007,2 Chemin Clos Pinotte,299
I022370004,"49.69798, 3.62381",3.62381,49.69798,Avenue des Ecoles,299
I022380001,"49.61342, 3.51485",3.51485,49.61342,rue des paturelles,300
I022450004,"49.40412, 3.3234",3.3234,49.40412,r de la mairie,301
I022450005,"49.40113, 3.33191",3.33191,49.40113,13 Avenue François Mitterand,301
I022860001,"49.98435, 3.75453",3.75453,49.98435,Le Gravier Maubert,302
I023030001,"49.86946, 3.25382",3.25382,49.86946,22 Rue Jean de la Fontaine,303
I023040012,"49.66554, 3.36726",3.36726,49.66554,Rue Vauban,304
I023040015,"49.665044, 3.360845",3.360845,49.665044,r vauban,304
I023050013,"49.20593, 3.51642",3.51642,49.20593,r du stade,305
I023050014,"49.19797, 3.50656",3.50656,49.19797,6 pl de wertingen,305
I023060001,"49.73735, 3.5608",3.5608,49.73735,Rue d'Enfer,306
I023070004,"49.18185, 3.12601",3.12601,49.18185,r de montolon,307
I023120003,"50.00654, 3.92084",3.92084,50.00654,Route Nationale,308
I023340003,"49.94892, 3.42068",3.42068,49.94892,Rue leo lagrange,309
I023400024,"49.82999, 3.28916",3.28916,49.82999,Rue de Picardie,310
I023550002,"49.89129, 3.24813",3.24813,49.89129,r de la forge,311
I023600001,"49.43886, 3.96451",3.96451,49.43886,Rue du Moulin,312
I023610007,"49.90369, 3.63822",3.63822,49.90369,79 av des lilas,313
I023710002,"49.84461, 3.31726",3.31726,49.84461,Rue de Chgampagne,314
I023710003,"49.83827, 3.32244",3.32244,49.83827,Avenue Pierre Choquart,314
I023810013,"49.92218, 4.09256",4.09256,49.92218,r du petit taillis,315
I023810014,"49.92956, 4.08096",4.08096,49.92956,r chanzy,315
I023830001,"49.84753, 3.3669",3.3669,49.84753,Place Bellevue,316
I023890001,"49.08601, 3.53449",3.53449,49.08601,r du port,317
I023970001,"49.72336, 3.23281",3.23281,49.72336,Place de la Mairie,318
I024080008,"49.57363, 3.62741",3.62741,49.57363,rue Joseph Cavrois,319
I024080010,"49.55835, 3.61283",3.61283,49.55835,Avenue de la République,319
I024080029,"49.56757, 3.64574",3.64574,49.56757,Rue saint-exupery,319
I024080034,"49.56576, 3.65111",3.65111,49.56576,74 av charles de gaulle,319
I024080044,"49.57688, 3.64938",3.64938,49.57688,Rue diderot,319
I024080049,"49.55803794505846, 3.6323976516723637",3.632397651672364,49.55803794505846,Rue Marcel Levindrey,319
I024080056,"49.55831964335654, 3.6332642523904366",3.6332642523904366,49.55831964335654,Rue Marcel Levindrey,319
I024810002,"49.82798, 3.35598",3.35598,49.82798,3 rue des chêne de Cambrie,320
I024970001,"49.54676, 3.57237",3.57237,49.54676,r du clos piot,321
I024980001,"49.53957, 3.81451",3.81451,49.53957,Chemin de la cendrière,322
I025140003,"49.37725, 3.09678",3.09678,49.37725,rte de tannieres,323
I025320001,"49.74454, 3.36395",3.36395,49.74454,Rue Camille Desmoulins,324
I025490001,"49.82697, 3.33312",3.33312,49.82697,Place de la Mairie,325
I025530002,"49.56492, 4.05892",4.05892,49.56492,Route des Ardennes,326
I025550001,"48.96751921623945, 3.3169234357774258",3.3169234357774258,48.96751921623945,r lambin,327
I025580007,"50.00886, 3.78417",3.78417,50.00886,Rue de la Gare,328
I025600001,"49.69931, 3.46165",3.46165,49.69931,Rue de l'Ecole / Ruelle du Blond,329
I025710001,"49.86585, 3.30565",3.30565,49.86585,Rue Fleming,330
I025710002,"49.86534, 3.30335",3.30335,49.86534,Rue Fleming,330
I025750006,"49.84313, 3.48533",3.48533,49.84313,Rue du moulin,331
I025800003,"49.21056, 3.37047",3.37047,49.21056,Route de Beugmeux,332
I025930001,"49.3978, 3.2967",3.2967,49.3978,r du petit longpont,333
I026190001,"49.54516, 3.41008",3.41008,49.54516,pl saint norbert,334
I026800006,"49.59162, 3.37687",3.37687,49.59162,pl charles de gaulle,335
I026910008,"49.8604, 3.27485",3.27485,49.8604,Rue Henriette Cabot,336
I026910009,"49.84855, 3.29379",3.29379,49.84855,Avenue de Remicourt,336
I026910010,"49.86594, 3.2783",3.2783,49.86594,11 Rue des Anciens Combattants AFN,336
I026910015,"49.85332, 3.27804",3.27804,49.85332,Place du 87ème Régiment,336
I026910023,"49.86086, 3.30421",3.30421,49.86086,rue Laplace ZUP Europe,336
I026910032,"49.85161, 3.28183",3.28183,49.85161,Rue des Glacis,336
I027060003,"49.33368, 3.36024",3.36024,49.33368,r d'acy,337
I027190002,"49.59542, 3.24889",3.24889,49.59542,Rue Achille Chemin,338
I027200001,"49.56581, 3.89641",3.89641,49.56581,Rue du vieux moulins,339
I027220011,"49.395044054836035, 3.3259106799960136",3.3259106799960136,49.39504405483604,avenue du mail,340
I027220021,"49.387, 3.32576",3.32576,49.387,r bara,340
I027220053,"49.367995782713635, 3.3258276699360283",3.3258276699360283,49.36799578271364,11 et 13 avenue Salvador Allende,340
I027380008,"49.67085, 3.29864",3.29864,49.67085,r du moulin,341
I027380018,"49.66164, 3.28317",3.28317,49.66164,r vedrines,341
I027380019,"49.65894, 3.31631",3.31631,49.65894,bd des deportes,341
I027410001,"49.82726, 3.46846",3.46846,49.82726,Chemin de la prairie,342
I027530001,"49.958, 3.61167",3.61167,49.958,r georges lefevre,343
I027800003,"49.3655, 3.40419",3.40419,49.3655,Rue de l'Oiselet,344
I027890002,"49.8372, 3.91656",3.91656,49.8372,Rue Marc lescarbot Bout de la grosse Tête,345
I027890006,"49.83697, 3.91537",3.91537,49.83697,Place Behaine La Briquetterie,345
I027900002,"49.66845, 3.78261",3.78261,49.66845,Rue du Fort,346
I028050003,"49.37668, 3.36324",3.36324,49.37668,Rue wilfrid lanoiselle,347
I028100019,"49.25786, 3.08767",3.08767,49.25786,r alfred juneaux,348
I028100020,"49.25849, 3.08458",3.08458,49.25849,11bis av de compiegne,348
I028200004,"49.62965, 3.25194",3.25194,49.62965,rue racine,349
I030010002,"46.1025, 3.44023",3.44023,46.1025,avenue des graviers,350
I030130001,"46.58519, 3.30698",3.30698,46.58519,2 avenue des isles,351
I030140001,"46.33218, 3.97982",3.97982,46.33218,Le Bourg,352
I030180003,"46.24409, 3.26876",3.26876,46.24409,Ile des Grottes,353
I030230005,"46.11465, 3.42109",3.42109,46.11465,17 rue du stade,354
I030230008,"46.11909, 3.3993",3.3993,46.11909,13 rue Jean Ferlot,354
I030230009,"46.11624, 3.42251",3.42251,46.11624,chemin de halage,354
I030230012,"46.11891, 3.415",3.415,46.11891,2 avenue de la République,354
I030230014,"46.13537, 3.40284",3.40284,46.13537,1 route de charmeil,354
I030250004,"46.43885521751555, 3.364501297473908",3.364501297473908,46.43885521751555,12 rue René FALLET,355
I030360007,"46.58325155025136, 3.0499210964231254",3.0499210964231254,46.58325155025136,Boulevard Jean BIGNON,356
I030450001,"46.06667, 3.50904",3.50904,46.06667,Les Loyons,357
I030600002,"46.16318, 3.39045",3.39045,46.16318,11 rue Brenat de Saint Véran,358
I030630003,"46.43826, 3.9806",3.9806,46.43826,,359
I030650002,"46.4071, 3.31145",3.31145,46.4071,Le Bourg,360
I030730003,"46.48769771095981, 3.313443819807831",3.313443819807831,46.48769771095981,Le Bourg,361
I030740001,"46.61657, 3.55472",3.55472,46.61657,Route de Paray le Frésil,362
I030820004,"46.29132, 2.73295",2.73295,46.29132,8 Boulevard du Général De Gaulle,363
I030820009,"46.28841, 2.72207",2.72207,46.28841,Avenue Président ALLENDE,363
I030840001,"46.48277, 2.82848",2.82848,46.48277,2 route de cérilly,364
I030940001,"46.15677, 3.43611",3.43611,46.15677,Les Arloings,365
I030950004,"46.13582, 3.44743",3.44743,46.13582,avenue de l'Europe,366
I030950005,"46.13467, 3.46779",3.46779,46.13467,2 rue emile guillaumin,366
I030950006,"46.13132, 3.44703",3.44703,46.13132,rue Mont Béton,366
I030980003,"46.3581, 2.61866",2.61866,46.3581,rue Anne Franck,367
I031010012,"46.36403, 2.53093",2.53093,46.36403,rue du 8 mai 1945,368
I031010017,"46.357756, 2.545116",2.545116,46.357756,Avenue Marx Dormoy,368
I031010024,"46.362392377766625, 2.5318443775177006",2.5318443775177006,46.36239237776663,35 boulevard victor hugo,368
I031020001,"46.51611, 3.68324",3.68324,46.51611,Place de l'Ile,369
I031020004,"46.51967, 3.66947",3.66947,46.51967,85 rue du bois des millets,369
I031030007,"46.35425, 3.783989",3.783989,46.35425,11 rue Emile Guillaumin,370
I031040001,"46.33166, 2.79962",2.79962,46.33166,rue André Charvillat,371
I031090001,"46.14288, 3.2679",3.2679,46.14288,10 rue des Forges,372
I031130002,"46.02249, 3.65276",3.65276,46.02249,Le Galizan,373
I031140001,"46.39466, 3.3454",3.3454,46.39466,La Longelle,374
I031180004,"46.08315, 3.19849",3.19849,46.08315,rue Jules Bertin,375
I031180009,"46.10531, 3.19862",3.19862,46.10531,9 rue du stade,375
I031200002,"46.63422, 3.66778",3.66778,46.63422,Route du Stade,376
I031320002,"46.38162, 3.5945",3.5945,46.38162,Chemin du Stade,377
I031380003,"46.24376861771956, 3.6398622393608098",3.6398622393608098,46.24376861771956,rue des Vignes,48
I031570002,"46.21012, 3.50393",3.50393,46.21012,9 rue des Landelles Z.A. des Landelles,378
I031600001,"46.23678, 3.41938",3.41938,46.23678,,379
I031730001,"46.46859, 3.93521",3.93521,46.46859,rue des Guerruppes,380
I031820001,"46.12181, 3.26208",3.26208,46.12181,"3, route de la Gare",381
I031850005,"46.326479, 2.614962",2.614962,46.326479,80 rue de Nerdre,52
I031850011,"46.36589, 2.5878",2.5878,46.36589,Chemin de Maupertuis,52
I031850015,"46.322334317037246, 2.6004633307456975",2.600463330745697,46.322334317037246,impasse Fournier Sarlovèze,52
I031850016,"46.35363, 2.60436",2.60436,46.35363,1 Rue Champollion,52
I031850017,"46.33091, 2.58827",2.58827,46.33091,rue Jean-Jacques SOULIER,52
I031850039,"46.33384, 2.57636",2.57636,46.33384,14 août 1944,52
I031850041,"46.34049, 2.57775",2.57775,46.34049,rue duport,52
I031860006,"46.31459841925152, 2.9488715529441833",2.948871552944184,46.31459841925152,rue Joliot Curie,53
I244540002,"44.95244, 0.10899",0.10899,44.95244,LE BOURG,382
I244600003,"45.24898, 0.41169",0.41169,45.24898,,383
I244610006,,,,le bourg,384
I244620003,"45.03893, 0.35009",0.35009,45.03893,RUE DES MAURIES,385
I244790004,"45.48617, 0.74318",0.74318,45.48617,Le clos de noujarede,386
I244840004,,,,le bourg - 385 ROUTE DU 8 MAI 1945,387
I245200011,"44.87562, 1.22872",1.22872,44.87562,MANDRAZES,388
I245200015,"44.86284, 1.24031",1.24031,44.86284,,388
I245200017,"44.90792, 1.19702",1.19702,44.90792,,388
I245200020,"44.86204, 1.23891",1.23891,44.86204,la maison blanche,388
I245270002,"45.27561141621828, 0.9176239371299745",0.9176239371299744,45.27561141621828,Place du 14 juillet,389
I245380002,"44.82413, 0.98802",0.98802,44.82413,RUE DES HERONS,390
I245470002,"45.13227, 1.29217",1.29217,45.13227,Avenue Victor Hugo,391
I245470008,"45.13291, 1.28014",1.28014,45.13291,LES PLANTES,391
I245470016,"45.13291, 1.2785",1.2785,45.13291,Les plantes,391
I245500005,"45.13683, 1.07261",1.07261,45.13683,Place Montaigne,392
I245510001,"45.41842, 0.92425",0.92425,45.41842,Parc municipal,393
I245510003,"45.4265, 0.92878",0.92878,45.4265,Avenue Charles de Gaulle,393
I245550001,"45.27036, 1.06261",1.06261,45.27036,Le bourg,394
I245570005,"45.19031, 0.74705",0.74705,45.19031,Avenue Paul Grandon,395
I245570008,"45.19474, 0.77672",0.77672,45.19474,Stade Firmin Daudou,395
I245570014,"45.19471, 0.77565",0.77565,45.19471,Rue Anatole France,395
I245710005,"45.02408, 0.71158",0.71158,45.02408,MOULIN DE RIPAILLE,396
I245850001,"44.63143, 1.07768",1.07768,44.63143,Le colombier,397
I245870005,"44.83394, 1.23528",1.23528,44.83394,Le bastier,398
I250430003,"47.49267, 6.75843",6.75843,47.49267,Rue de Dung,399
I250470019,"47.34781, 6.35067",6.35067,47.34781,rue de la prairie,400
I250560002,"47.25055, 5.99964",5.99964,47.25055,,401
I250560053,"47.22193, 5.98462",5.98462,47.22193,Boulevard Mitterand,401
I250560054,"47.25907, 6.01528",6.01528,47.25907,9 rue des Torcols,401
